read,write,map,correspondences,1st_write,1st_same,1st_different,1st_same_len,1st_different_len,1st_congruency,most_congruency_write,most_congruency_same,most_congruency_different,most_congruency_same_len,most_congruency_different_len,most_congruency_congruency
tun,['1385'],㝄 㹠㼊䣩伅吨囤屯庉忳扽旾杶沌炖盹砘窀纯肫芚豘𰹸迍邨钝霕顿饨鲀黗𡗥𤵊𥫱𥸵𨳘𩂄𩖤𪌋𪎶,"[{'1385': {'same': ['屯', '饨', '鲀', '芚', '㹠', '㼊', '忳', '豘', '𰹸', '霕', '黗', '𥸵', '𨳘', '𩂄', '𩖤', '𪌋', '𪎶'], 'different': ['顿', '纯', '钝', '炖', '吨', '盹', '沌', '囤', '扽', '肫', '㝄', '䣩', '伅', '庉', '旾', '杶', '砘', '窀', '迍', '邨', '𡗥', '𤵊', '𥫱']}}]",1385,屯 饨 鲀 芚 㹠 㼊 忳 豘 𰹸 霕 黗 𥸵 𨳘 𩂄 𩖤 𪌋 𪎶,顿 纯 钝 炖 吨 盹 沌 囤 扽 肫 㝄 䣩 伅 庉 旾 杶 砘 窀 迍 邨 𡗥 𤵊 𥫱,17,23,0.425,1385,屯 饨 鲀 芚 㹠 㼊 忳 豘 𰹸 霕 黗 𥸵 𨳘 𩂄 𩖤 𪌋 𪎶,顿 纯 钝 炖 吨 盹 沌 囤 扽 肫 㝄 䣩 伅 庉 旾 杶 砘 窀 迍 邨 𡗥 𤵊 𥫱,17,23,0.425
tuo,['1368'],也 佗坨它拕柁沱砣𰬉舵虵蛇𫍡跎酡铊陀驼𬶍鸵鼧,"[{'1368': {'same': ['驼', '坨', '陀', '鸵', '砣', '沱', '跎', '佗', '拕', '柁', '𰬉', '𫍡', '酡', '𬶍', '鼧'], 'different': ['也', '它', '蛇', '舵', '铊', '虵']}}]",1368,驼 坨 陀 鸵 砣 沱 跎 佗 拕 柁 𰬉 𫍡 酡 𬶍 鼧,也 它 蛇 舵 铊 虵,15,6,0.7142857142857143,1368,驼 坨 陀 鸵 砣 沱 跎 佗 拕 柁 𰬉 𫍡 酡 𬶍 鼧,也 它 蛇 舵 铊 虵,15,6,0.7142857142857143
wa,['710'],𱌃 佳刲卦厓哇圭奎娃恚挂桂洼珪畦眭硅窐𮉤罣蛙街袿诖逵邽郌闺鞋鲑鷬鼃𥒐,"[{'710': {'same': ['哇', '娃', '蛙', '洼', '𱌃', '鼃'], 'different': ['街', '挂', '鞋', '佳', '奎', '卦', '桂', '圭', '闺', '硅', '鲑', '逵', '畦', '刲', '厓', '恚', '珪', '眭', '窐', '𮉤', '罣', '袿', '诖', '邽', '郌', '鷬', '𥒐']}}]",710,哇 娃 蛙 洼 𱌃 鼃,街 挂 鞋 佳 奎 卦 桂 圭 闺 硅 鲑 逵 畦 刲 厓 恚 珪 眭 窐 𮉤 罣 袿 诖 邽 郌 鷬 𥒐,6,27,0.18181818181818182,710,哇 娃 蛙 洼 𱌃 鼃,街 挂 鞋 佳 奎 卦 桂 圭 闺 硅 鲑 逵 畦 刲 厓 恚 珪 眭 窐 𮉤 罣 袿 诖 邽 郌 鷬 𥒐,6,27,0.18181818181818182
wai,['1411'],㗏 歪𢱉𤟷𨂿,"[{'1411': {'same': ['歪', '㗏', '𢱉', '𤟷', '𨂿'], 'different': []}}]",1411,歪 㗏 𢱉 𤟷 𨂿,,5,0,1.0,1411,歪 㗏 𢱉 𤟷 𨂿,,5,0,1.0
wan,['1622A'],㱧 䑱䗕䘼䛷䝹𰺑䩊䩩䯛䵫倇剜啘埦婉帵惋惌捥晼椀涴焥琬畹睕碗箢綩腕菀蜿豌踠鋺鹓黦𡮄𡸥𢏿𢮘𤗍𤟊𤷧𤾂𥟶𥺹𧯳𨉝𨺋𩈱𩎺𩜌𩧻𬶝𩸪𪂦𪂧𪂭𪋅𬓅𬳞𭾅𮨯,"[{'1622A': {'same': ['碗', '腕', '婉', '豌', '惋', '剜', '蜿', '䑱', '䗕', '䘼', '䛷', '䝹', '䩊', '䯛', '倇', '埦', '帵', '捥', '晼', '椀', '琬', '畹', '睕', '綩', '菀', '踠', '𡸥', '𤗍', '𥟶', '𨉝', '𩧻', '𪂦', '𪂧', '𪋅'], 'different': ['㱧', '𰺑', '䩩', '䵫', '啘', '惌', '涴', '焥', '箢', '鋺', '鹓', '黦', '𡮄', '𢏿', '𢮘', '𤟊', '𤷧', '𤾂', '𥺹', '𧯳', '𨺋', '𩈱', '𩎺', '𩜌', '𬶝', '𩸪', '𪂭', '𬓅', '𬳞', '𭾅', '𮨯']}}]",1622A,碗 腕 婉 豌 惋 剜 蜿 䑱 䗕 䘼 䛷 䝹 䩊 䯛 倇 埦 帵 捥 晼 椀 琬 畹 睕 綩 菀 踠 𡸥 𤗍 𥟶 𨉝 𩧻 𪂦 𪂧 𪋅,㱧 𰺑 䩩 䵫 啘 惌 涴 焥 箢 鋺 鹓 黦 𡮄 𢏿 𢮘 𤟊 𤷧 𤾂 𥺹 𧯳 𨺋 𩈱 𩎺 𩜌 𬶝 𩸪 𪂭 𬓅 𬳞 𭾅 𮨯,34,31,0.5230769230769231,1622A,碗 腕 婉 豌 惋 剜 蜿 䑱 䗕 䘼 䛷 䝹 䩊 䯛 倇 埦 帵 捥 晼 椀 琬 畹 睕 綩 菀 踠 𡸥 𤗍 𥟶 𨉝 𩧻 𪂦 𪂧 𪋅,㱧 𰺑 䩩 䵫 啘 惌 涴 焥 箢 鋺 鹓 黦 𡮄 𢏿 𢮘 𤟊 𤷧 𤾂 𥺹 𧯳 𨺋 𩈱 𩎺 𩜌 𬶝 𩸪 𪂭 𬓅 𬳞 𭾅 𮨯,34,31,0.5230769230769231
wang,['926'],䃃 䱩惘棢焹网罔菵蝄𫍬辋魍龬𠵜𣶈𦖉𪱣𪻫𫰻𭡐𱆜𱎴𲌫,"[{'926': {'same': ['网', '惘', '罔', '辋', '棢', '菵', '蝄', '𫍬', '魍', '龬', '𣶈', '𦖉'], 'different': ['䃃', '䱩', '焹', '𠵜', '𪱣', '𪻫', '𫰻', '𭡐', '𱆜', '𱎴', '𲌫']}}]",926,网 惘 罔 辋 棢 菵 蝄 𫍬 魍 龬 𣶈 𦖉,䃃 䱩 焹 𠵜 𪱣 𪻫 𫰻 𭡐 𱆜 𱎴 𲌫,12,11,0.5217391304347826,926,网 惘 罔 辋 棢 菵 蝄 𫍬 魍 龬 𣶈 𦖉,䃃 䱩 焹 𠵜 𪱣 𪻫 𫰻 𭡐 𱆜 𱎴 𲌫,12,11,0.5217391304347826
wei,['1428'],㙗 㛱㞇㟪㱬㾯𦈓偎喂嵔愄揋椳渨煨猥畏碨腲葨𰾚隈𫗭鳂𢉝𣉍𤧖𥚸𥯜𧍥𧛚𧤖𧪏𧱨𨃄𪉭𪫑𬙒,"[{'1428': {'same': ['喂', '畏', '猥', '偎', '煨', '㙗', '㛱', '㞇', '㟪', '㱬', '𦈓', '嵔', '愄', '揋', '椳', '渨', '碨', '腲', '葨', '𰾚', '隈', '𫗭', '鳂', '𢉝', '𥯜', '𧍥', '𧛚', '𧤖', '𨃄'], 'different': ['㾯', '𣉍', '𤧖', '𥚸', '𧪏', '𧱨', '𪉭', '𪫑', '𬙒']}}]",1428,喂 畏 猥 偎 煨 㙗 㛱 㞇 㟪 㱬 𦈓 嵔 愄 揋 椳 渨 碨 腲 葨 𰾚 隈 𫗭 鳂 𢉝 𥯜 𧍥 𧛚 𧤖 𨃄,㾯 𣉍 𤧖 𥚸 𧪏 𧱨 𪉭 𪫑 𬙒,29,9,0.7631578947368421,1428,喂 畏 猥 偎 煨 㙗 㛱 㞇 㟪 㱬 𦈓 嵔 愄 揋 椳 渨 碨 腲 葨 𰾚 隈 𫗭 鳂 𢉝 𥯜 𧍥 𧛚 𧤖 𨃄,㾯 𣉍 𤧖 𥚸 𧪏 𧱨 𪉭 𪫑 𬙒,29,9,0.7631578947368421
wen,['877'],伩 吝坟彣彦忞抆攵文斈斌旻汶紊纹虔蚊螡闵雯齐,"[{'877': {'same': ['文', '纹', '蚊', '紊', '雯', '汶', '彣', '抆', '螡'], 'different': ['齐', '坟', '虔', '吝', '闵', '斌', '彦', '旻', '伩', '忞', '攵', '斈']}}]",877,文 纹 蚊 紊 雯 汶 彣 抆 螡,齐 坟 虔 吝 闵 斌 彦 旻 伩 忞 攵 斈,9,12,0.42857142857142855,877,文 纹 蚊 紊 雯 汶 彣 抆 螡,齐 坟 虔 吝 闵 斌 彦 旻 伩 忞 攵 斈,9,12,0.42857142857142855
weng,['1654'],㮬 㺋䈵䐥䩺𮬢傟嗡嵡慃暡滃瞈翁蓊螉𬭩𡻐𤌏𥕀𦫫𧛹𨜺𩄘𩔚𩡓𩮬,"[{'1654': {'same': ['翁', '嗡', '㮬', '㺋', '䈵', '䐥', '䩺', '𮬢', '嵡', '暡', '滃', '瞈', '蓊', '螉', '𬭩', '𡻐', '𤌏', '𥕀', '𧛹', '𨜺', '𩄘', '𩔚', '𩡓', '𩮬'], 'different': ['傟', '慃', '𦫫']}}]",1654,翁 嗡 㮬 㺋 䈵 䐥 䩺 𮬢 嵡 暡 滃 瞈 蓊 螉 𬭩 𡻐 𤌏 𥕀 𧛹 𨜺 𩄘 𩔚 𩡓 𩮬,傟 慃 𦫫,24,3,0.8888888888888888,1654,翁 嗡 㮬 㺋 䈵 䐥 䩺 𮬢 嵡 暡 滃 瞈 蓊 螉 𬭩 𡻐 𤌏 𥕀 𧛹 𨜺 𩄘 𩔚 𩡓 𩮬,傟 慃 𦫫,24,3,0.8888888888888888
wo,['1408'],䌂 䠎偓剭喔媉屋幄握楃渥箼腛龌𡎔𥟽𨜘𪑱,"[{'1408': {'same': ['握', '渥', '龌', '幄', '䠎', '偓', '媉', '楃', '腛', '𡎔'], 'different': ['喔', '屋', '䌂', '剭', '箼', '𥟽', '𨜘', '𪑱']}}]",1408,握 渥 龌 幄 䠎 偓 媉 楃 腛 𡎔,喔 屋 䌂 剭 箼 𥟽 𨜘 𪑱,10,8,0.5555555555555556,1408,握 渥 龌 幄 䠎 偓 媉 楃 腛 𡎔,喔 屋 䌂 剭 箼 𥟽 𨜘 𪑱,10,8,0.5555555555555556
wu,['947'],㹳 䏸䓊䦜䮏俉吾唔啎圄寤峿悟捂敔晤梧浯焐牾珸痦衙语逜郚铻鼯龉𠵦𢓲𥏒𥭠𦀡𦥉𧳎𩒾𩩑𩳌,"[{'947': {'same': ['唔', '悟', '吾', '晤', '捂', '梧', '痦', '鼯', '㹳', '䓊', '䦜', '䮏', '俉', '啎', '寤', '峿', '浯', '焐', '牾', '珸', '逜', '郚', '铻', '𠵦', '𢓲', '𥏒', '𥭠', '𧳎', '𩒾', '𩳌'], 'different': ['语', '衙', '圄', '龉', '䏸', '敔', '𦀡', '𦥉', '𩩑']}}]",947,唔 悟 吾 晤 捂 梧 痦 鼯 㹳 䓊 䦜 䮏 俉 啎 寤 峿 浯 焐 牾 珸 逜 郚 铻 𠵦 𢓲 𥏒 𥭠 𧳎 𩒾 𩳌,语 衙 圄 龉 䏸 敔 𦀡 𦥉 𩩑,30,9,0.7692307692307693,947,唔 悟 吾 晤 捂 梧 痦 鼯 㹳 䓊 䦜 䮏 俉 啎 寤 峿 浯 焐 牾 珸 逜 郚 铻 𠵦 𢓲 𥏒 𥭠 𧳎 𩒾 𩳌,语 衙 圄 龉 䏸 敔 𦀡 𦥉 𩩑,30,9,0.7692307692307693
xi,['451'],䮎 俙唏希悕晞桸欷浠烯狶琋瓻睎稀𫄨莃豨郗𱉹𠜗𠨚𢬾𧶖𨡂𩒽𪖥,"[{'451': {'same': ['希', '稀', '烯', '唏', '䮎', '俙', '悕', '晞', '桸', '欷', '浠', '狶', '琋', '睎', '莃', '豨', '郗', '𱉹', '𠜗', '𠨚', '𢬾', '𧶖', '𨡂', '𩒽', '𪖥'], 'different': ['瓻', '𫄨']}}]",451,希 稀 烯 唏 䮎 俙 悕 晞 桸 欷 浠 狶 琋 睎 莃 豨 郗 𱉹 𠜗 𠨚 𢬾 𧶖 𨡂 𩒽 𪖥,瓻 𫄨,25,2,0.9259259259259259,451,希 稀 烯 唏 䮎 俙 悕 晞 桸 欷 浠 狶 琋 睎 莃 豨 郗 𱉹 𠜗 𠨚 𢬾 𧶖 𨡂 𩒽 𪖥,瓻 𫄨,25,2,0.9259259259259259
xia,['534'],㗇 㰺䈔䠍𩐀䫗假叚嘏婽徦暇椵溊煆犌猳瑕瘕睱碬縀腵葭虾豭貑赮遐𰾤霞𱅞𫚥麚𠪅𡺁𢝄𢝅𢱈𣮫𣮱𤗜𦖲𦣯𧎂𧛣𧪕𨉣𨺽𩋥𩩱𪕰𪖲𫇝𱗙,"[{'534': {'same': ['虾', '瑕', '暇', '霞', '遐', '㗇', '㰺', '䠍', '𩐀', '䫗', '叚', '煆', '睱', '碬', '縀', '赮', '𰾤', '𱅞', '𫚥', '𢝅', '𧪕'], 'different': ['假', '䈔', '嘏', '婽', '徦', '椵', '溊', '犌', '猳', '瘕', '腵', '葭', '豭', '貑', '麚', '𠪅', '𡺁', '𢝄', '𢱈', '𣮫', '𣮱', '𤗜', '𦖲', '𦣯', '𧎂', '𧛣', '𨉣', '𨺽', '𩋥', '𩩱', '𪕰', '𪖲', '𫇝', '𱗙']}}]",534,虾 瑕 暇 霞 遐 㗇 㰺 䠍 𩐀 䫗 叚 煆 睱 碬 縀 赮 𰾤 𱅞 𫚥 𢝅 𧪕,假 䈔 嘏 婽 徦 椵 溊 犌 猳 瘕 腵 葭 豭 貑 麚 𠪅 𡺁 𢝄 𢱈 𣮫 𣮱 𤗜 𦖲 𦣯 𧎂 𧛣 𨉣 𨺽 𩋥 𩩱 𪕰 𪖲 𫇝 𱗙,21,34,0.38181818181818183,534,虾 瑕 暇 霞 遐 㗇 㰺 䠍 𩐀 䫗 叚 煆 睱 碬 縀 赮 𰾤 𱅞 𫚥 𢝅 𧪕,假 䈔 嘏 婽 徦 椵 溊 犌 猳 瘕 腵 葭 豭 貑 麚 𠪅 𡺁 𢝄 𢱈 𣮫 𣮱 𤗜 𦖲 𦣯 𧎂 𧛣 𨉣 𨺽 𩋥 𩩱 𪕰 𪖲 𫇝 𱗙,21,34,0.38181818181818183
xian,['182'],㢛 𤈷㿌𬘪䩎䲓𱌵佥俭剑劎劒劔匳𰆚𪡋𫰰崄𪫺捡敛检𰙎殓𰛲猃睑硷签羷脸莶裣譣𫑷鐱险𱂫验𰉱,"[{'182': {'same': ['险', '𤈷', '㿌', '𫰰', '崄', '𪫺', '猃', '莶', '譣'], 'different': ['脸', '检', '签', '验', '剑', '捡', '敛', '硷', '睑', '俭', '殓', '㢛', '𬘪', '䩎', '䲓', '𱌵', '佥', '劎', '劒', '劔', '匳', '𰆚', '𪡋', '𰙎', '𰛲', '羷', '裣', '𫑷', '鐱', '𱂫', '𰉱']}}]",182,险 𤈷 㿌 𫰰 崄 𪫺 猃 莶 譣,脸 检 签 验 剑 捡 敛 硷 睑 俭 殓 㢛 𬘪 䩎 䲓 𱌵 佥 劎 劒 劔 匳 𰆚 𪡋 𰙎 𰛲 羷 裣 𫑷 鐱 𱂫 𰉱,9,31,0.225,182,险 𤈷 㿌 𫰰 崄 𪫺 猃 莶 譣,脸 检 签 验 剑 捡 敛 硷 睑 俭 殓 㢛 𬘪 䩎 䲓 𱌵 佥 劎 劒 劔 匳 𰆚 𪡋 𰙎 𰛲 羷 裣 𫑷 鐱 𱂫 𰉱,9,31,0.225
xiang,['1165'],厢 想湘相箱缃葙霜𤷼𧡮𪂼,"[{'1165': {'same': ['想', '相', '箱', '厢', '湘', '缃', '葙', '𤷼', '𪂼'], 'different': ['霜', '𧡮']}}]",1165,想 相 箱 厢 湘 缃 葙 𤷼 𪂼,霜 𧡮,9,2,0.8181818181818182,1165,想 相 箱 厢 湘 缃 葙 𤷼 𪂼,霜 𧡮,9,2,0.8181818181818182
xiao,['1598'],㚁 𰠴𬑒𱆙䴃𱌰侥哓尧𫭪娆峣𰎔徺𢙒挠晓桡浇烧𬌮皢硗穘绕翘𰮝荛蛲𫋹𫍢𰷵跷𰺷铙隢𱂣饶骁𱅮𠟋𠢩𡈦𡓖𢿣𣠎𥪯𦪛𧢬𨊅𨎬𨷁𬴨,"[{'1598': {'same': ['晓', '骁', '哓', '𢙒', '皢', '穘', '𰮝', '𱅮', '𣠎', '𧢬', '𨊅'], 'different': ['烧', '绕', '翘', '饶', '浇', '挠', '跷', '侥', '桡', '尧', '娆', '蛲', '㚁', '𰠴', '𬑒', '𱆙', '䴃', '𱌰', '𫭪', '峣', '𰎔', '徺', '𬌮', '硗', '荛', '𫋹', '𫍢', '𰷵', '𰺷', '铙', '隢', '𱂣', '𠟋', '𠢩', '𡈦', '𡓖', '𢿣', '𥪯', '𦪛', '𨎬', '𨷁', '𬴨']}}]",1598,晓 骁 哓 𢙒 皢 穘 𰮝 𱅮 𣠎 𧢬 𨊅,烧 绕 翘 饶 浇 挠 跷 侥 桡 尧 娆 蛲 㚁 𰠴 𬑒 𱆙 䴃 𱌰 𫭪 峣 𰎔 徺 𬌮 硗 荛 𫋹 𫍢 𰷵 𰺷 铙 隢 𱂣 𠟋 𠢩 𡈦 𡓖 𢿣 𥪯 𦪛 𨎬 𨷁 𬴨,11,42,0.20754716981132076,1598,晓 骁 哓 𢙒 皢 穘 𰮝 𱅮 𣠎 𧢬 𨊅,烧 绕 翘 饶 浇 挠 跷 侥 桡 尧 娆 蛲 㚁 𰠴 𬑒 𱆙 䴃 𱌰 𫭪 峣 𰎔 徺 𬌮 硗 荛 𫋹 𫍢 𰷵 𰺷 铙 隢 𱂣 𠟋 𠢩 𡈦 𡓖 𢿣 𥪯 𦪛 𨎬 𨷁 𬴨,11,42,0.20754716981132076
xie,['538'],㙰 㿍䉏䲒嶰廨懈檞澥獬𰬽薢蟹蠏解觧邂𠎿𠢲𠿇𡽖𢖆𢢣𢵠𢶷𣿨𤐃𤛳𥎎𦏘𧒻𧞊𧴛𨱕𨼬𩍝𩼠𪠘𬧕𭺅𮙁𰤇𱘆𱜒,"[{'538': {'same': ['蟹', '懈', '邂', '㙰', '䉏', '䲒', '嶰', '廨', '澥', '獬', '𰬽', '薢', '蠏', '𠿇', '𡽖', '𢖆', '𥎎', '𨼬', '𩍝', '𱜒'], 'different': ['解', '檞', '㿍', '觧', '𠎿', '𠢲', '𢢣', '𢵠', '𢶷', '𣿨', '𤐃', '𤛳', '𦏘', '𧒻', '𧞊', '𧴛', '𨱕', '𩼠', '𪠘', '𬧕', '𭺅', '𮙁', '𰤇', '𱘆']}}]",538,蟹 懈 邂 㙰 䉏 䲒 嶰 廨 澥 獬 𰬽 薢 蠏 𠿇 𡽖 𢖆 𥎎 𨼬 𩍝 𱜒,解 檞 㿍 觧 𠎿 𠢲 𢢣 𢵠 𢶷 𣿨 𤐃 𤛳 𦏘 𧒻 𧞊 𧴛 𨱕 𩼠 𪠘 𬧕 𭺅 𮙁 𰤇 𱘆,20,24,0.45454545454545453,538,蟹 懈 邂 㙰 䉏 䲒 嶰 廨 澥 獬 𰬽 薢 蠏 𠿇 𡽖 𢖆 𥎎 𨼬 𩍝 𱜒,解 檞 㿍 觧 𠎿 𠢲 𢢣 𢵠 𢶷 𣿨 𤐃 𤛳 𦏘 𧒻 𧞊 𧴛 𨱕 𩼠 𪠘 𬧕 𭺅 𮙁 𰤇 𱘆,20,24,0.45454545454545453
xin,['1267'],㚨 㭄䒖卂扟汛籸讯軐迅阠鳵𤜢𤣲𤬫𥃴𧮬𧿅𩑓,"[{'1267': {'same': ['㭄', '䒖', '軐', '阠', '𤜢', '𤣲'], 'different': ['讯', '迅', '汛', '㚨', '卂', '扟', '籸', '鳵', '𤬫', '𥃴', '𧮬', '𧿅', '𩑓']}}]",1267,㭄 䒖 軐 阠 𤜢 𤣲,讯 迅 汛 㚨 卂 扟 籸 鳵 𤬫 𥃴 𧮬 𧿅 𩑓,6,13,0.3157894736842105,1267,㭄 䒖 軐 阠 𤜢 𤣲,讯 迅 汛 㚨 卂 扟 籸 鳵 𤬫 𥃴 𧮬 𧿅 𩑓,6,13,0.3157894736842105
xing,['1206'],䃏 惺戥星湦煋猩瑆睲篂腥醒𰾝𣌜𣨾𥠀𦩠𧛟𧡶,"[{'1206': {'same': ['星', '醒', '猩', '腥', '惺', '䃏', '煋', '瑆', '睲', '篂', '𣨾', '𥠀', '𦩠', '𧛟'], 'different': ['戥', '湦', '𰾝', '𣌜', '𧡶']}}]",1206,星 醒 猩 腥 惺 䃏 煋 瑆 睲 篂 𣨾 𥠀 𦩠 𧛟,戥 湦 𰾝 𣌜 𧡶,14,5,0.7368421052631579,1206,星 醒 猩 腥 惺 䃏 煋 瑆 睲 篂 𣨾 𥠀 𦩠 𧛟,戥 湦 𰾝 𣌜 𧡶,14,5,0.7368421052631579
xiong,['523'],㐫 兇凶匈忷汹讻酗𧘮𧿖𨥍,"[{'523': {'same': ['凶', '匈', '汹', '㐫', '兇', '忷', '讻', '𧘮', '𧿖', '𨥍'], 'different': ['酗']}}]",523,凶 匈 汹 㐫 兇 忷 讻 𧘮 𧿖 𨥍,酗,10,1,0.9090909090909091,523,凶 匈 汹 㐫 兇 忷 讻 𧘮 𧿖 𨥍,酗,10,1,0.9090909090909091
xiu,['1505'],休 咻庥枭烋貅髤髹鸺,"[{'1505': {'same': ['休', '咻', '庥', '烋', '貅', '髤', '髹', '鸺'], 'different': ['枭']}}]",1505,休 咻 庥 烋 貅 髤 髹 鸺,枭,8,1,0.8888888888888888,1505,休 咻 庥 烋 貅 髤 髹 鸺,枭,8,1,0.8888888888888888
xu,['515'],㠊 嘘圩墟憈戏戯歔虚虡觑譃𱅧魖𬶬𡰐𢴮𣚛𤡣𤮆𤺞𥋖𥕰𥛳𥲤𦪡𧝔𧴆𨝹𨼋𩏣𩕚𩴥𪆛𪙫𪹣𫣞𰏭𲂚,"[{'515': {'same': ['嘘', '虚', '墟', '歔', '譃', '𱅧', '魖', '𤡣', '𥕰', '𦪡', '𨼋', '𪆛', '𪙫'], 'different': ['戏', '觑', '㠊', '圩', '憈', '戯', '虡', '𬶬', '𡰐', '𢴮', '𣚛', '𤮆', '𤺞', '𥋖', '𥛳', '𥲤', '𧝔', '𧴆', '𨝹', '𩏣', '𩕚', '𩴥', '𪹣', '𫣞', '𰏭', '𲂚']}}]",515,嘘 虚 墟 歔 譃 𱅧 魖 𤡣 𥕰 𦪡 𨼋 𪆛 𪙫,戏 觑 㠊 圩 憈 戯 虡 𬶬 𡰐 𢴮 𣚛 𤮆 𤺞 𥋖 𥛳 𥲤 𧝔 𧴆 𨝹 𩏣 𩕚 𩴥 𪹣 𫣞 𰏭 𲂚,13,26,0.3333333333333333,515,嘘 虚 墟 歔 譃 𱅧 魖 𤡣 𥕰 𦪡 𨼋 𪆛 𪙫,戏 觑 㠊 圩 憈 戯 虡 𬶬 𡰐 𢴮 𣚛 𤮆 𤺞 𥋖 𥛳 𥲤 𧝔 𧴆 𨝹 𩏣 𩕚 𩴥 𪹣 𫣞 𰏭 𲂚,13,26,0.3333333333333333
xuan,['1244'],䳦 喧媗宣愃揎暄楦渲煊瑄睻碹箮縇萱𬤎鍹𠝳𡺟𤟿𧡢𩋢𩏆𩘒𩤡,"[{'1244': {'same': ['宣', '喧', '暄', '渲', '楦', '萱', '煊', '䳦', '媗', '愃', '揎', '瑄', '睻', '碹', '箮', '縇', '𬤎', '鍹', '𤟿', '𧡢', '𩋢', '𩘒', '𩤡'], 'different': ['𠝳', '𡺟', '𩏆']}}]",1244,宣 喧 暄 渲 楦 萱 煊 䳦 媗 愃 揎 瑄 睻 碹 箮 縇 𬤎 鍹 𤟿 𧡢 𩋢 𩘒 𩤡,𠝳 𡺟 𩏆,23,3,0.8846153846153846,1244,宣 喧 暄 渲 楦 萱 煊 䳦 媗 愃 揎 瑄 睻 碹 箮 縇 𬤎 鍹 𤟿 𧡢 𩋢 𩘒 𩤡,𠝳 𡺟 𩏆,23,3,0.8846153846153846
xue,['1248'],樰 膤艝轌雪鳕𠞯,"[{'1248': {'same': ['雪', '鳕', '樰', '膤', '艝', '轌'], 'different': ['𠞯']}}]",1248,雪 鳕 樰 膤 艝 轌,𠞯,6,1,0.8571428571428571,1248,雪 鳕 樰 膤 艝 轌,𠞯,6,1,0.8571428571428571
xun,['62'],㖊 㜦㝷䫮寻憳挦𰕁桪浔𬊈𬍤荨𫊻襑𬩽鐞鲟𰂃𠟢𫭯𡬶𡼢𢒫𢿼𣎟𤛧𤳚𥖇𥢛𥳍𦅀𦅛𫞅𧫿𨝻𨼔𫴭𫼈𰝐𱞕𱳾𱷽𱹳,"[{'62': {'same': ['寻', '鲟', '荨', '㖊', '𰕁', '桪', '浔', '𬊈', '𬍤', '𫊻', '𬩽', '𫭯', '𤛧', '𥳍', '𦅀', '𫞅', '𨼔'], 'different': ['㜦', '㝷', '䫮', '憳', '挦', '襑', '鐞', '𰂃', '𠟢', '𡬶', '𡼢', '𢒫', '𢿼', '𣎟', '𤳚', '𥖇', '𥢛', '𦅛', '𧫿', '𨝻', '𫴭', '𫼈', '𰝐', '𱞕', '𱳾', '𱷽', '𱹳']}}]",62,寻 鲟 荨 㖊 𰕁 桪 浔 𬊈 𬍤 𫊻 𬩽 𫭯 𤛧 𥳍 𦅀 𫞅 𨼔,㜦 㝷 䫮 憳 挦 襑 鐞 𰂃 𠟢 𡬶 𡼢 𢒫 𢿼 𣎟 𤳚 𥖇 𥢛 𦅛 𧫿 𨝻 𫴭 𫼈 𰝐 𱞕 𱳾 𱷽 𱹳,17,27,0.38636363636363635,62,寻 鲟 荨 㖊 𰕁 桪 浔 𬊈 𬍤 𫊻 𬩽 𫭯 𤛧 𥳍 𦅀 𫞅 𨼔,㜦 㝷 䫮 憳 挦 襑 鐞 𰂃 𠟢 𡬶 𡼢 𢒫 𢿼 𣎟 𤳚 𥖇 𥢛 𦅛 𧫿 𨝻 𫴭 𫼈 𰝐 𱞕 𱳾 𱷽 𱹳,17,27,0.38636363636363635
ya,['951'],㤉 㧎䄰䍓䥺䪵伢厊呀岈庌枒牙犽玡疨砑笌芽蚜衺讶谺迓邪𰿩雅𱃕鸦𬹺𤘅𤘆𥁆,"[{'951': {'same': ['呀', '牙', '雅', '讶', '鸦', '芽', '蚜', '㧎', '䄰', '䪵', '伢', '厊', '岈', '庌', '枒', '犽', '玡', '砑', '笌', '迓', '𬹺', '𤘅', '𤘆'], 'different': ['邪', '㤉', '䍓', '䥺', '疨', '衺', '谺', '𰿩', '𱃕', '𥁆']}}]",951,呀 牙 雅 讶 鸦 芽 蚜 㧎 䄰 䪵 伢 厊 岈 庌 枒 犽 玡 砑 笌 迓 𬹺 𤘅 𤘆,邪 㤉 䍓 䥺 疨 衺 谺 𰿩 𱃕 𥁆,23,10,0.696969696969697,951,呀 牙 雅 讶 鸦 芽 蚜 㧎 䄰 䪵 伢 厊 岈 庌 枒 犽 玡 砑 笌 迓 𬹺 𤘅 𤘆,邪 㤉 䍓 䥺 疨 衺 谺 𰿩 𱃕 𥁆,23,10,0.696969696969697
